Open,High,Low,Close,Volume
2016-10-18,29.545000076293945,29.552499771118164,29.362499237060547,29.36750030517578
2016-10-19,29.3125,29.440000534057617,28.450000762939453,29.280000686645508
2016-10-20,29.21500015258789,29.34499931335449,29.082500457763672,29.26499938964844
2016-10-21,29.20249938964844,29.227500915527344,29.06999969482422,29.149999618530277
2016-10-24,29.274999618530277,29.434999465942383,29.25,29.412500381469727
2016-10-25,29.487499237060547,29.59000015258789,29.32749938964844,29.5625
2016-10-26,28.57749938964844,28.924999237060547,28.32749938964844,28.897499084472656
2016-10-27,28.84749984741211,28.96500015258789,28.524999618530277,28.6200008392334
2016-10-28,28.467500686645508,28.802499771118164,28.362499237060547,28.43000030517578
2016-10-31,28.412500381469727,28.5575008392334,28.299999237060547,28.38500022888184
2016-11-01,28.364999771118164,28.4424991607666,27.63249969482422,27.872499465942383
2016-11-02,27.850000381469727,28.087499618530277,27.8075008392334,27.897499084472656
2016-11-03,27.7450008392334,27.864999771118164,27.387500762939453,27.457500457763672
2016-11-04,27.13249969482422,27.5625,27.02750015258789,27.209999084472656
2016-11-07,27.520000457763672,27.627500534057617,27.364999771118164,27.602500915527344
2016-11-08,27.57749938964844,27.93000030517578,27.424999237060547,27.76499938964844
2016-11-09,27.46999931335449,27.82999992370605,27.012500762939453,27.71999931335449
2016-11-10,27.772499084472656,27.772499084472656,26.457500457763672,26.94750022888184
2016-11-11,26.780000686645508,27.217500686645508,26.637500762939453,27.107500076293945
2016-11-14,26.927499771118164,26.95249938964844,26.020000457763672,26.427499771118164
2016-11-15,26.64249992370605,26.920000076293945,26.540000915527344,26.77750015258789
2016-11-16,26.674999237060547,27.5575008392334,26.649999618530277,27.497499465942383
2016-11-17,27.45249938964844,27.587499618530277,27.207500457763672,27.487499237060547
2016-11-18,27.43000030517578,27.63500022888184,27.415000915527344,27.51499938964844
2016-11-21,27.530000686645508,27.997499465942383,27.502500534057617,27.9325008392334
2016-11-22,27.987499237060547,28.104999542236328,27.850000381469727,27.950000762939453
2016-11-23,27.84000015258789,27.877500534057617,27.582500457763672,27.8075008392334
2016-11-25,27.78249931335449,27.967500686645508,27.737499237060547,27.94750022888184
2016-11-28,27.857500076293945,28.11750030517578,27.84749984741211,27.89249992370605
2016-11-29,27.69499969482422,28.00749969482422,27.51749992370605,27.864999771118164
2016-11-30,27.899999618530277,28.049999237060547,27.5674991607666,27.6299991607666
2016-12-01,27.592500686645508,27.73500061035156,27.25749969482422,27.372499465942383
2016-12-02,27.292499542236328,27.522499084472656,27.212499618530277,27.475000381469727
2016-12-05,27.5,27.50749969482422,27.0625,27.27750015258789
2016-12-06,27.375,27.59000015258789,27.29750061035156,27.487499237060547
2016-12-07,27.315000534057617,27.79750061035156,27.290000915527344,27.75749969482422
2016-12-08,27.71500015258789,28.107500076293945,27.649999618530277,28.030000686645508
2016-12-09,28.07749938964844,28.674999237060547,28.07749938964844,28.487499237060547
2016-12-12,28.32250022888184,28.75,28.122499465942383,28.325000762939453
2016-12-13,28.459999084472656,28.979999542236328,28.4375,28.79750061035156
2016-12-14,28.76000022888184,29.049999237060547,28.7450008392334,28.79750061035156
2016-12-15,28.84499931335449,29.1825008392334,28.8075008392334,28.95499992370605
2016-12-16,29.11750030517578,29.125,28.912500381469727,28.99250030517578
2016-12-19,28.950000762939453,29.34499931335449,28.9375,29.15999984741211
2016-12-20,29.184999465942383,29.375,29.170000076293945,29.237499237060547
2016-12-21,29.200000762939453,29.350000381469727,29.19499969482422,29.26499938964844
2016-12-22,29.087499618530277,29.127500534057617,28.90999984741211,29.07250022888184
2016-12-23,28.897499084472656,29.1299991607666,28.897499084472656,29.1299991607666
2016-12-27,29.1299991607666,29.450000762939453,29.122499465942383,29.315000534057617
2016-12-28,29.3799991607666,29.5049991607666,29.049999237060547,29.190000534057617
2016-12-29,29.112499237060547,29.27750015258789,29.100000381469727,29.1825008392334
2016-12-30,29.162500381469727,29.299999237060547,28.857500076293945,28.95499992370605
2017-01-03,28.950000762939453,29.082500457763672,28.690000534057617,29.037500381469727
2017-01-04,28.962499618530277,29.127500534057617,28.9375,29.0049991607666
2017-01-05,28.979999542236328,29.21500015258789,28.95249938964844,29.15250015258789
2017-01-06,29.19499969482422,29.540000915527344,29.11750030517578,29.477500915527344
2017-01-09,29.487499237060547,29.857500076293945,29.48500061035156,29.747499465942383
2017-01-10,29.6924991607666,29.84499931335449,29.575000762939453,29.77750015258789
2017-01-11,29.684999465942383,29.982500076293945,29.649999618530277,29.9375
2017-01-12,29.725000381469727,29.825000762939453,29.552499771118164,29.8125
2017-01-13,29.77750015258789,29.905000686645508,29.70249938964844,29.76000022888184
2017-01-17,29.584999084472656,30.059999465942383,29.55500030517578,30.0
2017-01-18,30.0,30.125,29.927499771118164,29.997499465942383
2017-01-19,29.850000381469727,30.022499084472656,29.842500686645508,29.94499969482422
